Court Type,Gender,Race or Ethnicity,Name
U.S. District Court,Male,White,John Oliver 
U.S. District Court,Male,African American,Solomon OliverJr.
U.S. District Court,Male,Hispanic,Jose OlveraJr.
U.S. District Court,Male,White,Stephen Orlofsky 
U.S. District Court,Male,White,Charles Orr 
U.S. Court of Appeals,Male,White,William Orr 
U.S. District Court,Male,White,William OrrickIII
U.S. District Court,Male,White,William OrrickJr.
U.S. District Court,Male,White,William OsteenJr.
U.S. District Court,Male,White,William OsteenSr.
U.S. District Court,Female,Asian American,Jill Otake
U.S. District Court,Male,Hispanic,S. Otero 
U.S. District Court,Male,White,Merrill Otis 
U.S. District Court,Male,White,William Overton 
U.S. Court of Appeals,Female,White,Priscilla Owen 
U.S. District Court,Male,White,Richard Owen 
U.S. Court of Appeals,Male,White,John Owens 
U.S. District Court,Male,White,Wilbur OwensJr.
U.S. District Court,Male,White,Halil Ozerden 
U.S. District Court,Male,White,William Paca 
U.S. District Court,Female,Asian American,Martha Pacold
U.S. District Court,Male,White,John Padova 
U.S. District Court,Male,Hispanic,Richard Paez 
U.S. Court of Appeals,Male,White,George Page 
U.S. District Court,Male,White,Elijah Paine 
U.S. District Court,Male,White,James Paine 
U.S. District Court,Male,White,Scott Palk
U.S. District Court,Female,White,Rebecca Pallmeyer 
U.S. District Court,Male,White,Edmund Palmieri 
U.S. District Court,Male,White,Charles PannellJr.
U.S. District Court,Male,White,Owen Panner 
U.S. District Court,Male,White,Gerald Pappert 
U.S. Court of Appeals,Male,Asian American,Michael Park
U.S. District Court,Male,White,Benjamin Parke 
U.S. District Court,Male,African American,Barrington ParkerJr.
U.S. District Court,Male,African American,Barrington ParkerSr.
U.S. District Court,Male,White,Fred Parker 
U.S. District Court,Male,White,Isaac Parker 
U.S. District Court,Male,White,James Parker 
U.S. Court of Appeals,Male,White,John Parker 
U.S. District Court,Male,White,John Parker 
U.S. District Court,Female,African American,Linda Parker 
U.S. District Court,Male,White,Robert Parker 
U.S. District Court,Male,White,Thomas Parker
U.S. District Court,Male,White,William Parkinson 
U.S. District Court,Male,White,Charles Parlange 
U.S. District Court,Male,White,Albion Parris 
U.S. District Court,Female,White,Jill Parrish 
U.S. District Court,Male,African American,James Parsons 
U.S. District Court,Male,White,John Partridge 
U.S. District Court,Female,White,Marilyn Patel 
Supreme Court,Male,White,William Paterson 
U.S. District Court,Male,White,Robert PattersonJr.
U.S. District Court,Male,White,Robert PattersonSr.
U.S. District Court,Male,White,Charles Paul 
U.S. District Court,Male,White,John Paul 
U.S. District Court,Male,White,John PaulJr.
U.S. District Court,Male,White,Maurice Paul 
U.S. District Court,Male,White,William PauleyIII
U.S. District Court,Male,White,Harry Payne 
U.S. District Court,Male,White,James Payne 
U.S. District Court,Male,White,Robert Payne 
U.S. District Court,Female,African American,Benita Pearson 
U.S. District Court,Female,White,Marsha Pechman 
U.S. District Court,Male,White,James Peck 
U.S. District Court,Male,White,John Peck 
U.S. District Court,Male,White,John PeckII
U.S. District Court,Male,White,Robert Peckham 
Supreme Court,Male,White,Rufus Peckham 
U.S. Court of Appeals,Male,White,Wilbur PellJr.
U.S. District Court,Male,White,Martin Pence 
U.S. District Court,Male,White,Nathaniel Pendleton 
U.S. District Court,Male,White,Philip Pendleton 
U.S. District Court,Male,African American,John Penn 
U.S. District Court,Male,White,William Pennington 
U.S. District Court,Male,White,Isaac Pennybacker 
U.S. District Court,Female,White,Pamela Pepper 
U.S. District Court,Male,White,W. PepperJr.
U.S. District Court,Male,Hispanic,Juan P‚rez-Gim‚nez 
U.S. District Court,Female,White,Catherine Perry 
U.S. District Court,Male,White,Joseph Perry 
U.S. District Court,Male,African American,Matthew PerryJr.
U.S. District Court,Male,Hispanic,Hernan Pesquera 
U.S. District Court,Male,White,John Peters 
U.S. District Court,Male,White,Richard Peters 
U.S. District Court,Male,White,James Peterson 
U.S. District Court,Female,White,Rosanna Peterson 
U.S. District Court,Male,White,Raymond Pettine 
U.S. District Court,Female,White,Mariana Pfaelzer 
U.S. District Court,Male,White,John Philips 
U.S. Court of Appeals,Male,White,Gregory Phillips 
U.S. Court of Appeals,Male,White,Harry Phillips 
U.S. Court of Appeals,Male,White,James PhillipsJr.
U.S. District Court,Male,White,Layn Phillips 
U.S. District Court,Female,White,Mary Phillips 
U.S. District Court,Male,White,Orie Phillips 
U.S. District Court,Male,White,Thomas Phillips 
U.S. District Court,Female,White,Virginia Phillips 
U.S. District Court,Male,White,Peter Phipps
U.S. District Court,Male,White,Frank Picard 
U.S. District Court,Male,White,Charles PickeringSr.
U.S. District Court,Male,White,John Pickering 
U.S. Court of Appeals,Male,White,John Pickett 
U.S. District Court,Male,Hispanic,Jaime PierasJr.
U.S. District Court,Male,African American,Lawrence Pierce 
U.S. District Court,Male,White,Lawrence Piersol 
U.S. Court of Appeals,Female,White,Cornelia Pillard 
U.S. District Court,Male,White,David Pine 
U.S. District Court,Male,White,Joel Pisano 
U.S. District Court,Female,White,Sarah Pitlyk
U.S. District Court,Male,White,John Pitman 
U.S. District Court,Male,White,Robert Pitman 
Supreme Court,Male,White,Mahlon Pitney 
U.S. District Court,Male,White,Mark Pittman
U.S. District Court,Male,White,Thomas Pittman 
U.S. Court of Appeals,Male,White,S. Plager 
U.S. District Court,Male,White,Casper Platt 
U.S. District Court,Male,White,James Platt 
U.S. District Court,Male,White,Thomas PlattJr.
U.S. District Court,Male,White,Raymond Plummer 
U.S. District Court,Male,White,Paul Plunkett 
U.S. District Court,Male,White,Sam PointerJr.
U.S. District Court,Male,White,Nicholas Politan 
U.S. Court of Appeals,Male,White,Henry Politz 
U.S. District Court,Male,White,Milton Pollack 
U.S. District Court,Male,White,Louis Pollak 
U.S. District Court,Male,White,Robert Pollard 
U.S. District Court,Male,White,John Pollock 
U.S. District Court,Male,White,Frank Polozola 
U.S. District Court,Male,White,Dan Polster 
U.S. District Court,Male,White,Michael Ponsor 
U.S. District Court,Male,African American,Cecil Poole 
U.S. District Court,Female,White,Rosemary Pooler 
U.S. District Court,Male,White,Omer Poos 
U.S. District Court,Male,White,Nathaniel Pope 
U.S. Court of Appeals,Male,White,Walter Pope 
U.S. District Court,Male,White,William Pope 
U.S. District Court,Male,White,John Porfilio 
U.S. District Court,Male,White,Edmund Port 
U.S. District Court,Male,White,G. PorteousJr.
U.S. Court of Appeals,Male,White,David Porter
U.S. District Court,Male,White,David Porter 
U.S. District Court,Male,White,Donald Porter 
U.S. District Court,Male,White,Robert Porter 
U.S. District Court,Male,White,Gaston Porterie 
U.S. Court of Appeals,Male,White,Richard Posner 
U.S. District Court,Male,White,John Potter 
U.S. District Court,Male,White,Robert Potter 
U.S. District Court,Male,White,Charles Powell 
Supreme Court,Male,White,Lewis PowellJr.
U.S. District Court,Male,Hispanic,Edward Prado 
U.S. District Court,Male,White,George Pratt 
U.S. District Court,Male,White,John Pratt 
U.S. District Court,Male,White,Philip Pratt 
U.S. District Court,Male,White,Robert Pratt 
U.S. District Court,Female,African American,Tanya Pratt 
U.S. District Court,Female,White,Gene Pratter 
U.S. District Court,Male,White,Charles Pray 
U.S. District Court,Male,White,Dean Pregerson 
U.S. District Court,Male,White,Harry Pregerson 
U.S. District Court,Male,White,Samuel Prentiss 
U.S. District Court,Female,White,Loretta Preska 
U.S. District Court,Male,White,Gregory Presnell 
U.S. Court of Appeals,Male,White,Elijah Prettyman 
U.S. District Court,Male,White,Lunsford Preyer 
U.S. District Court,Male,White,Edward Price 
U.S. District Court,Male,White,Henry Priest 
U.S. District Court,Male,White,Jeter Pritchard 
U.S. District Court,Male,White,Philip Pro 
U.S. District Court,Male,White,James Proctor 
U.S. District Court,Male,White,R. Proctor 
U.S. District Court,Male,White,Robert Propst 
U.S. Court of Appeals,Female,White,Sharon Prost 
U.S. Court of Appeals,Female,White,Jill Pryor 
U.S. Court of Appeals,Male,White,William PryorJr.
U.S. District Court,Male,African American,Jason Pulliam
U.S. District Court,Male,White,Milton Purdy 
U.S. District Court,Male,White,Thomas Purnell 
U.S. District Court,Male,White,Richard Putnam 
U.S. District Court,Male,White,Justin Quackenbush 
U.S. District Court,Male,White,Joseph Quarles 
U.S. District Court,Male,African American,William QuarlesJr.
U.S. District Court,Male,White,A. QuattlebaumJr.
U.S. District Court,Female,Hispanic,Nitza Qui¤ones Alejandro 
U.S. District Court,Male,White,Gordon Quist 
U.S. District Court,Male,White,David Rabinovitz 
U.S. Court of Appeals,Male,White,Randall Rader 
U.S. District Court,Male,White,Edward Rafeedie 
U.S. District Court,Female,White,Reena Raggi 
U.S. District Court,Male,White,Heartsill Ragon 
U.S. District Court,Male,White,John Rainey 
U.S. District Court,Male,White,Jed Rakoff 
U.S. District Court,Female,White,Sylvia Rambo 
U.S. District Court,Male,Hispanic,Raul Ramirez 
U.S. District Court,Male,Hispanic,Edgardo Ramos 
U.S. District Court,Female,Hispanic,Nelva Ramos 
U.S. District Court,Male,White,Norman Ramsey 
U.S. District Court,Male,White,Rudolph Randa 
U.S. District Court,Male,White,Archibald Randall 
U.S. Court of Appeals,Male,White,Arthur Randolph 
U.S. District Court,Male,White,Peter Randolph 
U.S. District Court,Male,Asian American,J. Ranjan
U.S. Court of Appeals,Female,Asian American,Neomi Rao
U.S. District Court,Male,White,Carl Rasch 
U.S. District Court,Female,African American,Johnnie Rawlinson 
U.S. District Court,Male,White,George Ray 
U.S. District Court,Male,White,William RayII
U.S. District Court,Male,White,Douglas Rayes 
U.S. District Court,Male,White,Leo Rayfiel 
U.S. District Court,Male,White,Fred Raymond 
U.S. District Court,Male,White,William Rea 
U.S. District Court,Female,White,Linda Reade 
U.S. Court of Appeals,Male,White,Chad Readler
U.S. District Court,Male,White,Michael Reagan 
U.S. District Court,Male,Hispanic,Manuel Real 
U.S. District Court,Male,White,Stephen Reasoner 
U.S. Court of Appeals,Male,White,Thomas Reavley 
U.S. District Court,Male,White,John Rector 
U.S. District Court,Male,White,James Redden 
U.S. District Court,Male,White,Edward ReedJr.
U.S. District Court,Male,White,Henry Reed 
U.S. District Court,Male,White,James Reed 
U.S. District Court,Male,White,John ReedJr.
U.S. District Court,Male,White,Lowell ReedJr.
U.S. District Court,Male,White,Scott Reed 
Supreme Court,Male,White,Stanley Reed 
U.S. District Court,Male,White,Albert Reeves 
U.S. District Court,Male,African American,Carlton Reeves 
U.S. District Court,Male,White,Danny Reeves 
U.S. District Court,Female,White,Pamela Reeves 
U.S. District Court,Male,White,John Regan 
U.S. District Court,Male,White,George Register 
Supreme Court,Male,White,William Rehnquist 
U.S. District Court,Male,White,Martin Reidinger 
U.S. District Court,Male,White,Philip Reinhard 
U.S. Court of Appeals,Male,White,Stephen Reinhardt 
U.S. District Court,Female,White,Christina Reiss 
U.S. District Court,Male,White,John Rellstab 
U.S. District Court,Female,White,Marjorie Rendell 
U.S. District Court,Male,White,Charles Renfrew 
U.S. District Court,Male,White,Robert Renner 
U.S. District Court,Male,Hispanic,Luis Restrepo 
U.S. District Court,Male,White,George Revercomb 
U.S. Court of Appeals,Male,Hispanic,Jimmie Reyna 
U.S. District Court,Male,White,John Reynolds 
U.S. District Court,Male,White,John RhoadesSr.
U.S. District Court,Male,White,Ben RiceJr.
U.S. District Court,Male,White,Eugene Rice 
U.S. District Court,Male,White,Thomas Rice 
U.S. District Court,Male,White,Walter Rice 
U.S. District Court,Male,White,Eli Richardson
U.S. Court of Appeals,Male,White,Julius Richardson
U.S. District Court,Male,White,Charles Richey 
U.S. District Court,Female,White,Mary Richey 
U.S. District Court,Male,White,Augustus Ricks 
U.S. Court of Appeals,Male,White,Walter Riddick 
U.S. District Court,Male,White,Albert Ridge 
U.S. District Court,Male,White,Simon Rifkind 
U.S. District Court,Female,White,Kea Riggs
U.S. District Court,Male,White,Paul Riley 
U.S. District Court,Male,White,William Riley 
U.S. Court of Appeals,Male,White,William Riley 
U.S. District Court,Male,White,John Riner 
U.S. District Court,Male,White,Daniel Ringo 
U.S. District Court,Male,White,Harlan Rippey 
U.S. Court of Appeals,Male,White,Kenneth Ripple 
U.S. District Court,Male,White,Halsted Ritter 
U.S. District Court,Male,White,Willis Ritter 
U.S. District Court,Male,White,Alexander Rives 
U.S. Court of Appeals,Male,White,Richard Rives 
U.S. District Court,Male,White,Ross Rizley 
U.S. District Court,Male,White,James Robart 
U.S. Court of Appeals,Male,White,Charles Robb 
U.S. Court of Appeals,Male,White,Roger Robb 
U.S. District Court,Male,White,Floyd Roberts 
U.S. District Court,Male,White,Jack Roberts 
U.S. Court of Appeals,Male,White,John RobertsJr.
Supreme Court,Male,White,Owen Roberts 
U.S. District Court,Male,African American,Richard Roberts 
U.S. District Court,Male,White,Ross Roberts 
U.S. District Court,Female,African American,Victoria Roberts 
U.S. District Court,Male,White,James Robertson 
U.S. District Court,Male,White,Thomas Robertson 
U.S. District Court,Male,African American,Aubrey RobinsonJr.
U.S. District Court,Female,African American,Julie Robinson 
U.S. District Court,Female,White,Mary Robinson 
U.S. District Court,Male,White,Richard Robinson 
U.S. District Court,Male,African American,Spottswood RobinsonIII
U.S. District Court,Male,African American,Stephen Robinson 
U.S. District Court,Female,White,Sue Robinson 
U.S. District Court,Male,Hispanic,Eduardo Robreno 
U.S. District Court,Male,White,Edwin Robson 
U.S. District Court,Male,White,Michael Roche 
U.S. District Court,Female,White,Margaret Rodgers 
U.S. District Court,Male,White,Richard Rodney 
U.S. District Court,Male,Hispanic,Fernando RodriguezJr.
U.S. District Court,Male,Hispanic,Joseph Rodriguez 
U.S. District Court,Male,Hispanic,Xavier Rodriguez 
U.S. District Court,Male,White,Norman RoettgerJr.
U.S. Court of Appeals,Male,White,Henry Rogers 
U.S. District Court,Male,White,John Rogers 
U.S. Court of Appeals,Male,White,John Rogers 
U.S. Court of Appeals,Female,African American,Judith Rogers 
U.S. District Court,Male,White,Richard Rogers 
U.S. District Court,Male,White,Waldo Rogers 
U.S. District Court,Female,Hispanic,Yvonne Rogers 
U.S. District Court,Male,White,John Roll 
U.S. District Court,Male,Hispanic,Nelson Rom n 
U.S. Court of Appeals,Male,White,Paul Roney 
U.S. District Court,Male,White,John Rose 
U.S. District Court,Female,White,Stephanie Rose 
U.S. District Court,Male,White,Thomas Rose 
U.S. District Court,Male,White,Gerald Rosen 
U.S. Court of Appeals,Male,White,James Rosen 
U.S. District Court,Male,White,James Rosenbaum 
U.S. District Court,Female,White,Robin Rosenbaum 
U.S. District Court,Male,White,Louis Rosenberg 
U.S. District Court,Female,White,Robin Rosenberg 
U.S. District Court,Male,White,Paul Rosenblatt 
U.S. Court of Appeals,Male,White,Max Rosenn 
U.S. District Court,Female,White,Nancy Rosenstengel 
U.S. District Court,Female,White,Lee Rosenthal 
U.S. District Court,Male,White,George Rosling 
U.S. District Court,Female,White,Allyne Ross 
U.S. Court of Appeals,Male,White,Donald Ross 
U.S. District Court,Female,African American,Eleanor Ross 
U.S. District Court,Male,White,Erskine Ross 
U.S. District Court,Male,White,John Ross 
U.S. District Court,Male,White,John Ross 
U.S. District Court,Male,White,John Ross 
U.S. District Court,Male,White,William Rossell 
U.S. District Court,Male,White,Robert RossiterJr.
U.S. District Court,Male,White,Stanley Roszkowski 
U.S. District Court,Female,White,Jane Roth 
U.S. District Court,Male,White,Stephen Roth 
U.S. District Court,Female,White,Barbara Rothstein 
U.S. District Court,Female,White,Ilana Rovner 
U.S. District Court,Female,White,Mary Rowland
U.S. District Court,Female,White,Elsijane Roy 
U.S. District Court,Male,White,C. Royal 
U.S. District Court,Male,White,Alvin Rubin 
U.S. District Court,Male,White,Carl Rubin 
U.S. District Court,Male,White,Frank Rudkin 
U.S. District Court,Male,White,Lee Rudofsky
U.S. District Court,Female,White,Cynthia Rufe 
U.S. District Court,Male,Hispanic,Rodolfo RuizII
U.S. District Court,Male,White,William Runyon 
U.S. Court of Appeals,Female,White,Allison Rushing
U.S. District Court,Male,White,Dan RussellJr.
U.S. District Court,Male,White,David Russell 
U.S. District Court,Male,White,Donald Russell 
U.S. District Court,Male,African American,George RussellIII
U.S. District Court,Male,White,Gordon Russell 
U.S. District Court,Male,White,Robert Russell 
U.S. District Court,Male,White,Thomas Russell 
Supreme Court,Male,White,John Rutledge 
U.S. Court of Appeals,Male,White,Wiley Rutledge 
U.S. District Court,Male,White,Harold Ryan 
U.S. Court of Appeals,Male,White,James Ryan 
U.S. District Court,Male,White,Sylvester Ryan 
U.S. District Court,Female,White,Pamela Rymer 
U.S. District Court,Male,White,Kenneth Ryskamp 
U.S. District Court,Male,White,Chauncey Sabin 
U.S. District Court,Male,White,George Sabin 
U.S. District Court,Male,Asian American,Dana Sabraw 
U.S. District Court,Male,White,Howard Sachs 
U.S. Court of Appeals,Male,White,Robert Sack 
U.S. District Court,Male,White,Dale Saffels 
U.S. District Court,Male,White,George Sage 
U.S. District Court,Female,Hispanic,Esther Salas 
U.S. District Court,Female,Hispanic,Diana Salda¤a 
U.S. District Court,Male,White,David Sam 
U.S. District Court,Male,White,Albert Sames 
U.S. District Court,Female,White,Janis Sammartino 
U.S. District Court,Male,White,Arthur Sanborn 
U.S. District Court,Male,White,John Sanborn 
U.S. District Court,Male,Hispanic,Juan S nchez 
U.S. District Court,Male,White,Leonard Sand 
U.S. District Court,Male,White,Harold SandersJr.
U.S. District Court,Male,Hispanic,Brian Sandoval 
U.S. District Court,Male,African American,W[illie] Sands 
U.S. District Court,Male,White,Edward Sanford 
U.S. District Court,Female,White,Brenda Sannes 
U.S. District Court,Male,White,Edmund SargusJr.
U.S. District Court,Female,White,Patti Saris 
U.S. District Court,Male,White,H. Sarokin 
U.S. District Court,Male,White,John Sater 
U.S. District Court,Male,White,Eugene Saunders 
U.S. District Court,Male,White,Royce Savage 
U.S. District Court,Male,White,Timothy Savage 
U.S. District Court,Male,White,William Sawtelle 
U.S. District Court,Male,White,F. SaylorIV
U.S. District Court,Male,White,Ralph Scalera 
U.S. Court of Appeals,Male,White,Antonin Scalia 
U.S. District Court,Male,White,Francis Scarlett 
U.S. Court of Appeals,Male,White,Alvin Schall 
U.S. District Court,Male,White,Albert Schatz 
U.S. District Court,Female,White,Shira Scheindlin 
U.S. District Court,Male,White,Richard Schell 
U.S. District Court,Male,White,George Schiavelli 
U.S. District Court,Male,White,Berle Schiller 
U.S. District Court,Male,White,Patrick Schiltz 
U.S. District Court,Male,White,Harvey Schlesinger 
U.S. District Court,Male,White,Jeffrey Schmehl 
U.S. District Court,Male,White,Robert Schnacke 
U.S. Court of Appeals,Male,White,Elmer Schnackenberg 
U.S. District Court,Male,White,Michael SchneiderSr.
U.S. District Court,Female,Asian American,Lorna Schofield 
U.S. District Court,Female,Asian American,Karen Scholer
U.S. District Court,Male,White,Frederic Schoonmaker 
U.S. District Court,Female,White,Karen Schreier 
U.S. Court of Appeals,Female,White,Mary Schroeder 
U.S. District Court,Male,White,Robert SchroederIII
U.S. District Court,Male,White,Thomas Schroeder 
U.S. District Court,Male,White,Arthur Schwab 
U.S. District Court,Male,White,Allen Schwartz 
U.S. District Court,Male,White,Charles SchwartzJr.
U.S. District Court,Male,White,Edward Schwartz 
U.S. District Court,Male,White,Milton Schwartz 
U.S. District Court,Male,White,Murray Schwartz 
U.S. District Court,Male,White,William Schwarzer 
U.S. District Court,Male,White,Henry Schweinhaut 
U.S. District Court,Male,White,Lewis Schwellenbach 
U.S. District Court,Male,White,Anthony Scirica 
U.S. District Court,Male,White,Robert ScolaJr.
U.S. District Court,Male,White,Charles Scott 
U.S. District Court,Male,White,George Scott 
U.S. District Court,Female,White,Jeanne Scott 
U.S. District Court,Male,White,Nauman Scott 
U.S. District Court,Male,White,Thomas ScottJr.
U.S. District Court,Female,African American,Mary Scriven 
U.S. Court of Appeals,Male,White,Michael ScudderJr.
U.S. District Court,Male,White,Frederick ScullinJr.
U.S. District Court,Male,White,J[ohn] Seabright 
U.S. District Court,Male,White,Woodrow Seals 
U.S. District Court,Male,White,William Seaman 
U.S. District Court,Male,White,Morey Sear 
U.S. District Court,Male,American Indian,Frank Seay 
U.S. District Court,Male,White,John Sedwick 
U.S. District Court,Male,White,Richard Seeborg 
U.S. District Court,Male,White,Steven Seeger
U.S. District Court,Female,White,Cathy Seibel 
U.S. Court of Appeals,Male,White,Collins Seitz 
U.S. District Court,Female,White,Patricia Seitz 
U.S. District Court,Male,White,Tilman SelfIII
U.S. District Court,Male,White,James Selna 
U.S. District Court,Male,White,Bruce Selya 
U.S. District Court,Male,White,David Sentelle 
U.S. District Court,Male,White,Lyonel SenterJr.
U.S. District Court,Male,White,Clarence Sessions 
U.S. District Court,Male,White,William SessionsIII
U.S. District Court,Male,White,William Sessions 
U.S. Court of Appeals,Male,White,Oliver Seth 
U.S. District Court,Male,White,Benjamin Settle 
U.S. District Court,Male,White,Thomas Settle 
U.S. District Court,Male,White,Henry Severens 
U.S. District Court,Male,White,David Sewall 
U.S. District Court,Female,White,Joanna Seybert 
U.S. District Court,Male,White,Augustus Seymour 
U.S. District Court,Female,African American,Margaret Seymour 
U.S. Court of Appeals,Female,White,Stephanie Seymour 
U.S. District Court,Male,White,John Shabaz 
U.S. District Court,Male,White,James Shadid 
U.S. District Court,Male,White,Milton Shadur 
U.S. District Court,Male,Asian American,Manish Shah 
U.S. District Court,Male,White,Thomas Shanahan 
U.S. District Court,Male,White,Clyde ShannonJr.
U.S. District Court,Male,White,Jack Shanstrom 
U.S. District Court,Female,White,Norma Shapiro 
U.S. District Court,Male,White,Allen Sharp 
U.S. District Court,Male,White,George Sharp 
U.S. District Court,Male,White,Kevin Sharp 
U.S. District Court,Male,White,Morell Sharp 
U.S. District Court,Male,White,Gary Sharpe 
U.S. District Court,Male,African American,Charles Shaw 
U.S. District Court,Male,White,Elwyn Shaw 
U.S. District Court,Male,White,John Shaw 
U.S. District Court,Male,White,Robert Shaw 
U.S. District Court,Male,White,Edward Shea 
U.S. District Court,Male,White,Michael Shea 
U.S. District Court,Male,White,Dennis Shedd 
U.S. District Court,Male,White,Joseph Sheehy 
U.S. District Court,Male,White,Roy Shelbourne 
U.S. District Court,Male,White,Robert Shelby 
U.S. District Court,Male,White,Terry Shell 
U.S. Court of Appeals,Male,White,Seth Shepard 
U.S. Court of Appeals,Male,White,Bobby Shepherd 
U.S. District Court,Male,White,William Sheppard 
U.S. District Court,Male,White,John Sherburne 
U.S. District Court,Male,White,Michael Sheridan 
U.S. District Court,Male,White,Peter Sheridan 
U.S. District Court,Male,White,Charles Sherman 
U.S. District Court,Male,White,William Shields 
U.S. District Court,Male,White,Nathaniel Shipman 
U.S. District Court,Male,White,William Shipman 
U.S. District Court,Male,African American,Michael Shipp 
Supreme Court,Male,White,George ShirasJr.
U.S. District Court,Male,White,Oliver Shiras 
U.S. District Court,Male,White,Marvin Shoob 
U.S. District Court,Male,White,William Shubb 
U.S. Court of Appeals,Female,White,Patty Shwartz 
U.S. District Court,Male,White,Samuel Sibley 
U.S. District Court,Male,White,Frederick Siddons 
U.S. District Court,Male,White,Charles Sifton 
U.S. Court of Appeals,Male,White,Laurence Silberman 
U.S. District Court,Male,White,Eugene SilerJr.
U.S. District Court,Female,White,Roslyn Silver 
U.S. Court of Appeals,Male,White,Barry Silverman 
U.S. District Court,Male,White,Jerome Simandle 
U.S. District Court,Male,African American,Paul Simmons 
U.S. District Court,Male,White,Michael Simon 
U.S. District Court,Male,White,Philip Simon 
U.S. District Court,Male,White,Charles Simons 
U.S. District Court,Male,White,Charles SimonsJr.
U.S. District Court,Male,White,Charles Simonton 
U.S. District Court,Male,White,Charles SimpsonIII
U.S. District Court,Male,White,John Simpson 
U.S. District Court,Male,White,John SinatraJr.
U.S. District Court,Male,White,George Singal 
U.S. District Court,Male,Asian American,Anuraag Singhal
U.S. District Court,Male,White,James SingletonJr.
U.S. District Court,Male,White,John SingletonJr.
U.S. District Court,Male,White,Rodney Sippel 
U.S. District Court,Male,White,Charles Siragusa 
U.S. District Court,Male,White,John Sirica 
U.S. District Court,Male,White,John Sitgreaves 
U.S. District Court,Male,White,Scott Skavdahl 
U.S. District Court,Male,White,Roger Skinner 
U.S. District Court,Male,White,Walter Skinner 
U.S. District Court,Male,White,Otto SkopilJr.
U.S. District Court,Male,White,William Skretny 
U.S. District Court,Male,African American,Gregory Sleet 
U.S. District Court,Male,White,Thomas Slick 
U.S. District Court,Male,White,Richard Sloan 
U.S. District Court,Male,White,William Sloan 
U.S. District Court,Male,White,Joel Slomsky 
U.S. Court of Appeals,Female,White,Dolores Sloviter 
U.S. District Court,Male,White,Frederic Smalkin 
U.S. District Court,Male,White,David Smalley 
U.S. District Court,Male,White,Caleb Smith 
U.S. District Court,Male,White,Charles SmithJr.
U.S. District Court,Male,White,D[avid] Smith 
U.S. District Court,Male,White,Edward Smith 
U.S. District Court,Female,White,Fern Smith 
U.S. District Court,Male,White,George Smith 
U.S. District Court,Male,White,Henry Smith 
U.S. Court of Appeals,Male,White,Jerry Smith 
U.S. District Court,Male,White,John Smith 
U.S. District Court,Male,White,John SmithJr.
U.S. Court of Appeals,Male,African American,Lavenski Smith 
U.S. Court of Appeals,Male,White,Milan SmithJr.
U.S. Court of Appeals,Male,White,N[orman] Smith 
U.S. District Court,Male,White,Orma Smith 
U.S. District Court,Male,White,Ortrie Smith 
U.S. District Court,Male,White,Randle Smith 
U.S. District Court,Female,White,Rebecca Smith 
U.S. District Court,Male,African American,Rodney Smith
U.S. District Court,Male,White,Russell Smith 
U.S. District Court,Male,White,Sidney SmithJr.
U.S. District Court,Male,White,Talbot Smith 
U.S. District Court,Male,White,Walter SmithJr.
U.S. District Court,Male,White,William Smith 
U.S. District Court,Male,White,William Smith 
U.S. District Court,Male,White,William SmithSr.
U.S. District Court,Female,White,Laurie Smith Camp 
U.S. District Court,Male,White,John SmoakJr.
U.S. Court of Appeals,Male,White,Constantine Smyth 
U.S. Court of Appeals,Male,White,Joseph SneedIII
U.S. Court of Appeals,Male,White,Emory Sneeden 
U.S. District Court,Male,White,G. Snow 
U.S. District Court,Female,White,Christina Snyder 
U.S. District Court,Male,White,Daniel SnyderJr.
U.S. Court of Appeals,Male,White,Simon Sobeloff 
U.S. District Court,Male,White,Abraham Sofaer 
U.S. District Court,Male,Hispanic,Jorge Solis 
U.S. District Court,Male,White,Gus Solomon 
U.S. District Court,Male,White,Morris Soper 
U.S. District Court,Male,White,Herbert Sorg 
U.S. District Court,Male,White,Leo Sorokin 
U.S. District Court,Male,Hispanic/White,James Soto 
U.S. District Court,Female,Hispanic,Sonia Sotomayor 
U.S. Court of Appeals,Male,White,David Souter 
U.S. Court of Appeals,Male,White,Leslie Southwick 
U.S. District Court,Male,White,Sam Sparks 
U.S. Court of Appeals,Male,White,William Sparks 
U.S. District Court,Male,White,Daniel Sparr 
U.S. District Court,Male,White,Arthur Spatt 
U.S. District Court,Male,White,Howard Speakman 
U.S. District Court,Male,White,Adrian Spears 
U.S. District Court,Male,White,Emory Speer 
U.S. District Court,Male,White,Eugene Spellman 
U.S. District Court,Male,African American,James Spencer 
U.S. District Court,Male,White,S. Spiegel 
U.S. District Court,Male,White,Stanley Sporkin 
U.S. District Court,Male,White,Peleg Sprague 
U.S. Court of Appeals,Male,White,Robert Sprecher 
U.S. District Court,Female,White,Theresa Springmann 
U.S. District Court,Male,White,John Sprizzo 
U.S. Court of Appeals,Male,White,James Sprouse 
U.S. District Court,Male,White,Dominic Squatrito 
U.S. Court of Appeals,Male,Asian American,Srikanth Srinivasan 
U.S. District Court,Female,White,Amy St. Eve 
U.S. District Court,Male,White,Adolphus St. Sure 
U.S. District Court,Male,White,Joseph Stadtmueller 
U.S. District Court,Male,White,Wendell Stafford 
U.S. District Court,Male,White,William StaffordJr.
U.S. District Court,Male,White,Thomas StaggJr.
U.S. Court of Appeals,Male,White,David Stahl 
U.S. District Court,Male,White,Norman Stahl 
U.S. District Court,Male,White,Robert Staker 
