jid,nid,last_name,first_name,middle_name,suffix,birth_month,birth_day,birth_year,birth_city,birth_state,gender,race_or_ethnicity,court_type
841,1381151,Gewin,Walter,Pettus, ,12,9,1908,Nanafalia,AL,Male,White,U.S. Court of Appeals
842,1381156,Gex,Walter,J.,III,,,1939,Bay St. Louis,MS,Male,White,U.S. District Court
843,1381161,Gholson,Samuel,Jameson, ,5,19,1808,Madison County,KY,Male,White,U.S. District Court
844,1381166,Gibbons,John,Joseph, ,12,8,1924,Newark,NJ,Male,White,U.S. Court of Appeals
845,1381171,Gibbons,Julia,Smith, ,,,1950,Pulaski,TN,Female,White,U.S. District Court
3338,1393526,Gibney,John,Adrian,Jr.,,,1951,Coatesville,PA,Male,White,U.S. District Court
846,1381176,Gibson,Benjamin,F., ,,,1931,Safford,AL,Male,African American,U.S. District Court
847,1381181,Gibson,Ernest,William,Jr.,3,6,1901,Brattleboro,VT,Male,White,U.S. District Court
848,1381186,Gibson,Floyd,Robert, ,3,3,1910,Prescott,AZ,Male,White,U.S. District Court
849,1381191,Gibson,Hugh, , ,11,8,1918,Cameron,TX,Male,White,U.S. District Court
850,1381196,Gibson,John,R., ,12,20,1925,Springfield,MO,Male,White,U.S. District Court
3032,1391996,Gibson,Kim,R., ,,,1948,Trenton,NJ,Male,White,U.S. District Court
851,1381201,Gibson,Robert,Murray, ,8,20,1869,Duncansville,PA,Male,White,U.S. District Court
852,1381206,Gierbolini-Ortiz,Gilberto, , ,12,22,1926,Coamo,Puerto Rico,Male,Hispanic,U.S. District Court
853,1381211,Gignoux,Edward,Thaxter, ,6,28,1916,Portland,ME,Male,White,U.S. District Court
854,1381216,Gilbert,John,Phil, ,,,1949,Carbondale,IL,Male,White,U.S. District Court
855,1381221,Gilbert,William,Ball, ,7,4,1847,Fairfax County,VA,Male,White,U.S. Circuit Court (1869-1911)
3241,1393041,Gilchrist,John,James, ,2,16,1809,Medford,MA,Male,White,Other
856,1381226,Gilchrist,Robert,Budd, ,9,28,1796,Charleston,SC,Male,White,U.S. District Court
857,1381231,Giles,James,Tyrone, ,,,1943,Charlottesville,VA,Male,African American,U.S. District Court
858,1381236,Giles,William,Fell, ,4,8,1807,Harford County,MD,Male,White,U.S. District Court
859,1381241,Gilliam,Donnell, , ,3,12,1889,Tarboro,NC,Male,White,U.S. District Court
860,1381246,Gilliam,Earl,Ben, ,8,17,1931,Clovis,NM,Male,African American,U.S. District Court
3583,1394746,Gilliam,Haywood,Stirling,Jr.,,,1969,Marlborough,MA,Male,African American,U.S. District Court
861,1381251,Gillmor,Helen,W., ,,,1942,Syracuse,NY,Female,White,U.S. District Court
